company,condition,street,type,code,code_name,total_cnt,amt,new_cnt,loss_cnt
(주)파이런텍,1,서울특별시 송파구 문정동,1,452200,그 외 기타 건축 마무리 공사업,129,31720500,2,1
우주종합건설(주),1,전라남도 여수시 해산동,1,451101,아파트 건설업,129,46619640,1,1
(주)고려퍼프,1,경기도 파주시 탄현면,1,519113,상품 종합 도매업,129,29008300,2,2
화성시 건강가정지원센터,1,경기도 화성시 병점동,1,999999,BIZ_NO미존재사업장,129,14714360,7,1
엘에스전선(주)연구소,1,경기도 안양시 동안구 호계동,1,313001,기타 절연선 및 케이블 제조업,129,53368980,2,2
주식회사서진어패럴,1,경기도 안양시 만안구 안양동,1,749604,그 외 기타 분류 안된 사업 지원 서비스업(기타임가공,129,21919500,0,2
양천장애인종합복지관(활동보조사업),1,서울특별시 양천구 신정동,1,999999,BIZ_NO미존재사업장,129,12566020,4,1
네이버아이앤에스주식회사,1,경기도 성남시 분당구 구미동,1,749939,그 외 기타 분류 안된 전문  과학 및 기술 서비스업,129,44411180,1,1
주식회사 다산엠피에스,1,서울특별시 영등포구 문래동3가,1,749100,고용 알선업,129,23126040,17,19
한국보훈복지의료공단김해보훈요양원,1,경상남도 김해시 진영읍,1,511118,음ㆍ식료품 및 담배 중개업,129,28793780,2,0
성남농업협동조합,1,경기도 성남시 중원구 성남동,1,659201,국내은행,129,51848000,0,1
검단농업협동조합,1,인천광역시 서구 마전동,1,659202,신용조합,129,51016860,0,0
(주)센텍,1,경기도 안산시 단원구 성곡동,1,251901,산업용 그 외 비경화 고무제품 제조업,129,36589740,0,1
(주)키움저축은행,1,경기도 부천시 춘의동,1,659202,신용조합,129,40411380,4,0
(주)건축사사무소광장,1,경기도 용인시 기흥구 보정동,1,742105,건축 설계 및 관련 서비스업(건축사),129,40975320,11,4
태백농업협동조합,1,강원도 태백시 황지동,1,659201,국내은행,129,41999480,8,0
(주)경원엔지니어링건축사사무소,1,강원도 원주시 소초면,1,742104,기타 엔지니어링 서비스업,129,37488420,2,7
단양군청,1,충청북도 단양군 단양읍,1,701201,비주거용 건물 임대업(점포  자기땅),129,35576220,2,1
삼광글라스(주)천안유리공장,1,충청남도 천안시 서북구 입장면,1,261002,가정용 유리제품 제조업,129,44528320,0,1
(주)SH에너지화학,1,전라북도 군산시 소룡동,1,241302,합성수지 및 기타 플라스틱 물질 제조업,129,47670520,0,0
순창군청(행정근로직 공익수의사),1,전라북도 순창군 순창읍,1,701201,비주거용 건물 임대업(점포  자기땅),129,37646400,1,0
(주)경동원,1,서울특별시 영등포구 여의도동,1,659900,기타 금융 투자업,129,49570340,2,7
진주축산업협동조합,1,경상남도 진주시 상대동,1,659201,국내은행,129,46237300,3,0
밀양농업협동조합,1,경상남도 밀양시 삼문동,1,930919,애완 동물 장묘 및 보호 서비스업,129,52001960,0,1
중문농업협동조합,1,제주특별자치도 서귀포시 중문동,1,659202,신용조합,129,43539520,5,0
(주)제이스텍,1,인천광역시 부평구 청천동,1,319001,운송장비용 조명장치 제조업,129,45970640,0,0
(주)열린기술,1,서울특별시 강남구 역삼동,1,722000,응용 소프트웨어 개발 및 공급업,129,41976000,4,3
신대한정유산업(주),1,경기도 화성시 정남면,1,372000,비금속류 원료 재생업,129,42594060,6,0
(재)남천병원,1,경기도 군포시 산본동,1, ,,129,28459440,3,2
(주)제이콘,1,울산광역시 남구 달동,1,451300,산업 생산시설 종합 건설업,129,38576720,4,8
지엔에스티（주）,1,충청남도 천안시 서북구 백석동,1,323001,비디오 및 기타 영상 기기 제조업,129,35087020,3,2
주식회사 플러스테크,1,충청남도 천안시 동남구 대흥동,1,999999,BIZ_NO미존재사업장,129,22007460,22,18
의료법인 참예원의료재단,1,서울특별시 송파구 오금동,1,999999,BIZ_NO미존재사업장,129,30309120,3,3
주식회사 그룹아이디디,1,서울특별시 강남구 논현동,1,999999,BIZ_NO미존재사업장,129,30917620,6,1
은평늘봄장애인자립생활센터,1,서울특별시 은평구 불광동,1,999999,BIZ_NO미존재사업장,129,15779080,7,4
여주도시관리공단,1,경기도 여주시 월송동,1,999999,BIZ_NO미존재사업장,129,33105380,0,0
(주)DGB데이터시스템,1,대구광역시 동구 봉무동,1,999999,BIZ_NO미존재사업장,129,37960880,5,0
대전보훈요양원,1,대전광역시 유성구 죽동,1,851907,그 외 기타 보건업,129,29818940,0,2
농업회사법인 주식회사 팜스코바이오인티,1,경기도 이천시 부발읍,1,999999,BIZ_NO미존재사업장,129,41309260,2,1
(주)내이드디앤씨,1,서울특별시 광진구 중곡동,1,749300,건축물 일반 청소업,129,23587340,5,6
주식회사새롬손해사정,1,광주광역시 동구 금남로5가,1,749904,손해 사정업,129,27783860,8,0
주식회사 가온에프앤에스,1,대전광역시 유성구 봉명동,1,512271,육류 가공식품 도매업,129,21288800,5,5
제이더블유바이오사이언스주식회사,1,충청북도 충주시 용탄동,1,523120,의료용 기구 소매업,129,40683060,0,3
(주)잇올,1,부산광역시 연제구 연산동,1,519910,상품 종합 도매업,129,26793800,18,4
주식회사 에스지아큐먼,1,제주특별자치도 서귀포시 안덕면,1,512211,과실류 도매업,129,23892520,2,33
부킹닷컴고객서비스센터코리아유한회사,1,서울특별시 용산구 동자동,1,749609,그 외 기타 분류 안된 사업 지원 서비스업,129,29576080,5,0
(주)비에쓰테크,1,경상남도 거제시 장평동,1,749603,그 외 기타 분류 안된 사업 지원 서비스업,129,33188960,2,2
고양밀알선교단,1,경기도 고양시 일산동구 중산동,1,999999,BIZ_NO미존재사업장,129,13331440,10,7
재단법인제중의료복지재단제중요양병원,1,서울특별시 구로구 구로동,1,851101,요양병원,129,29649140,7,3
쓰리에스텍아산,1,충청남도 아산시 탕정면,1,292903,주형 및 금형 제조업,129,34641000,3,0
에쓰푸드(주)서울지점,1,서울특별시 강남구 도곡동,1,151102,가금류 가공 및 저장 처리업,129,37788600,8,9
코레일테크（주）-(상용)수도권서부권 철도차량 청소용역,1,서울특별시 구로구 구로동,1,452103,보링  그라우팅 및 관정 공사업,129,23332520,0,2
(주)백광도시개발/일용/인천여성병원복합중철근콘크리트공사,1,인천광역시 미추홀구 주안동,1,452102,유리 및 창호 공사업,129,39934360,36,0
(주)현성종합건설/일용/울산 PP Project 건축공사,1,울산광역시 남구 황성동,1,451101,아파트 건설업,129,37016120,45,41
리탠다드 주식회사,1,서울특별시 구로구 구로동,1,172101,침구 및 관련제품 제조업,128,33183640,4,1
금강아산병원,1,서울특별시 용산구 이촌동,1,851101,요양병원,128,44588740,8,0
천지산업(주),1,경기도 여주시 가남읍,1,173001,편조의복 제조업,128,34855780,2,1
(주)엄지하우스,1,서울특별시 강남구 역삼동,1,451101,아파트 건설업,128,40684240,5,3
인덕대학교,1,서울특별시 노원구 월계동,1, ,,128,16293020,18,2
엔투비(주),1,서울특별시 강남구 삼성동,1,519910,상품 종합 도매업,128,47556160,1,2
브랜디드라이프스타일코리아주식회사,1,서울특별시 금천구 가산동,1,519113,상품 종합 도매업,128,43255620,3,7
가람푸드써비스주식회사,1,서울특별시 서초구 양재동,1,552109,기관 구내식당업,128,26479860,17,2
(주)이노렉스테크놀러지,1,인천광역시 남동구 논현동,1,343000,그 외 자동차용 신품 부품 제조업,128,39744880,6,2
(주)신화로직스,1,경기도 평택시 포승읍,1,602305,일반 화물 자동차 운송업,128,33484380,3,3
(사)대한영양사협회,1,서울특별시 영등포구 여의도동,1,741400,경영 컨설팅업,128,26790860,3,4
의료법인인덕의료재단 경도요양병원,1,경상북도 예천군 예천읍,1,851101,요양병원,128,29623060,5,5
(주)대화감정평가법인,1,서울특별시 서초구 서초동,1,702002,부동산 감정 평가업,128,38220020,0,2
삼우서비스(주),1,경기도 안양시 만안구 석수동,1,702003,비주거용 부동산 관리업,128,18058240,12,21
(재단법인)경기아트센터,1,경기도 수원시 팔달구 인계동,1,921901,공연시설 운영업,128,39248880,14,2
（주）토파스,1,경기도 포천시 가산면,1,361002,기타 목재 가구 제조업,128,29439280,7,5
(주)제이시스메디칼,1,서울특별시 금천구 가산동,1,331100,전기식 진단 및 요법 기기 제조업,128,37381140,4,3
대구가톨릭대학교산학협력단,1,경상북도 경산시 하양읍,1,730000,기타 인문 및 사회과학 연구개발업,128,25063440,38,2
사상구청(생활보장과) 자활근로사업,1,부산광역시 사상구 감전동,1,701201,비주거용 건물 임대업(점포  자기땅),128,12083400,1,3
에스케이텔레시스(주),1,서울특별시 중구 삼각동,1,322002,유선 통신장비 제조업,128,47445780,0,0
보스톤사이언티픽코리아(주),1,서울특별시 강남구 도곡동,1,513313,의료용품 도매업,128,52342560,0,0
(주)세일사,1,경상남도 김해시 안동,1,293001,주방용 전기 기기 제조업,128,37366280,0,2
세익여객자동차(주),1,부산광역시 기장군 기장읍,1,602103,시내버스 운송업,128,48193500,1,1
순천향대학교부속서울병원,1,서울특별시 용산구 한남동,1,851101,요양병원,128,26860640,5,8
재단법인차세대융합기술연구원,1,경기도 수원시 영통구 이의동,1,730000,기타 인문 및 사회과학 연구개발업,128,37285760,8,3
토비스(주),1,인천광역시 연수구 송도동,1,321000,기타 반도체 소자 제조업,128,46484080,0,0
우신기업(주),1,울산광역시 남구 삼산동,1,749603,그 외 기타 분류 안된 사업 지원 서비스업,128,32679420,1,2
(주)메디포럼제약,1,경기도 남양주시 일패동,1,730000,기타 인문 및 사회과학 연구개발업,128,31547260,9,3
(주)VOLK,1,경상남도 창원시  의창구 팔용동,1, ,,128,34802260,4,7
(주)광진,1,충청남도 아산시 인주면,1,742104,기타 엔지니어링 서비스업,128,49208080,19,29
(주)코윈테크,1,충청남도 아산시 둔포면,1,742104,기타 엔지니어링 서비스업,128,39347160,3,2
(주)혜성환경,1,경기도 안양시 동안구 호계동,1,242101,화학 살균ㆍ살충제 및 농업용 약제 제조업,128,32624580,2,4
(주)캠스,1,광주광역시 광산구 안청동,1,343000,그 외 자동차용 신품 부품 제조업,128,48157680,1,0
광주보훈요양원,1,광주광역시 광산구 산월동,1,940912,개인간병인,128,28440620,2,3
(주)동일기연,1,경기도 화성시 남양읍,1,321000,기타 반도체 소자 제조업,128,44793160,2,1
포천농업협동조합,1,경기도 포천시 신읍동,1,512289,수산물 가공식품 도매업,128,42548560,4,1
(주)KHE,1,전라북도 군산시 오식도동,1, ,,128,41037540,2,10
(주)위지트,1,인천광역시 남동구 고잔동,1,331201,물질 검사  측정 및 분석 기구 제조업,128,44809620,2,1
(주)송학식품,1,경기도 파주시 야당동,1,154101,떡류 제조업,128,25688320,6,1
(주)유니온청주공장,1,충청북도 청주시 상당구 가덕면,1,269401,시멘트 제조업,128,47608880,0,1
음성군청,1,충청북도 음성군 음성읍,1,701201,비주거용 건물 임대업(점포  자기땅),128,33474580,0,0
제칠일안식일예수재림교충청합회,1,대전광역시 유성구 원내동,1,999999,BIZ_NO미존재사업장,128,33140440,1,0
(주)모베이스전자,1,충청남도 천안시 동남구 동면,1,319001,운송장비용 조명장치 제조업,128,48162680,0,1
의령농업협동조합,1,경상남도 의령군 의령읍,1,523611,가정용 고체 연료 소매업,128,43443740,0,2
주식회사세종,1,경상남도 창원시  의창구 팔용동,1,281100,금속 문  창  셔터 및 관련제품 제조업,128,43293680,2,1
제주특별자치도체육회,1,제주특별자치도 제주시 오라일동,1,999999,BIZ_NO미존재사업장,128,36223740,0,1
(주)티에스오토모티브,1,경상북도 경주시 외동읍,1,343000,그 외 자동차용 신품 부품 제조업,128,39967080,2,3
미준물산주식회사,1,서울특별시 성동구 도선동,1,999999,BIZ_NO미존재사업장,128,24091220,1,2
주식회사 씨티티디,1,서울특별시 강남구 역삼동,1,722000,응용 소프트웨어 개발 및 공급업,128,27715460,1,2
인제대학교,1,부산광역시 부산진구 개금동,1,940909,기타자영업,128,9907120,1,0
（주）에이플러스비,1,서울특별시 강남구 역삼동,1,999999,BIZ_NO미존재사업장,128,35021840,9,2
외교부국립외교원(비공무원),1,서울특별시 서초구 서초동,1,999999,BIZ_NO미존재사업장,128,27990580,4,1
(주)알엠소프트,1,서울특별시 금천구 가산동,1,722000,응용 소프트웨어 개발 및 공급업,128,23432340,14,17
주식회사케이씨씨김천공장(기능직),1,경상북도 김천시 어모면,1,269901,암면 및 유사 제품 제조업,128,55349700,0,0
주식회사지오스토리,1,서울특별시 강서구 등촌동,1,722000,응용 소프트웨어 개발 및 공급업,128,30065000,6,6
의료법인가평의료재단호남요양병원,1,광주광역시 광산구 우산동,1,999999,BIZ_NO미존재사업장,128,24735680,4,7
(주)아이피알,1,서울특별시 서초구 서초동,1,749609,그 외 기타 분류 안된 사업 지원 서비스업,128,18449800,3,1
의료법인 금성의료재단,1,광주광역시 광산구 쌍암동,1,999999,BIZ_NO미존재사업장,128,23992620,5,2
주식회사케이비씨아이,1,서울특별시 마포구 도화동,1,749939,그 외 기타 분류 안된 전문  과학 및 기술 서비스업,128,22240700,25,16
우리동구장애인자립생활센터,1,울산광역시 동구 전하동,1,999999,BIZ_NO미존재사업장,128,15049920,3,9
한국보훈복지의료공단 남양주보훈요양원,1,경기도 남양주시 별내동,1,999999,BIZ_NO미존재사업장,128,27666500,7,2
주식회사일광테크,1,경상북도 구미시 공단동,1,999999,BIZ_NO미존재사업장,128,33315680,0,127
주식회사지란지교소프트,1,대전광역시 유성구 관평동,1,722000,응용 소프트웨어 개발 및 공급업,128,38448740,2,43
주식회사상상스테이,1,서울특별시 중구 남대문로4가,1,741400,경영 컨설팅업,128,27055120,0,2
(주)삼우티에스,1,경기도 평택시 포승읍,1,252103,플라스틱 합성피혁 제조업,128,38542520,0,3
주식회사동우일렉트로닉스,1,경상북도 구미시 인의동,1,321000,기타 반도체 소자 제조업,128,23900980,7,3
한화솔루션(주)티디아이,1,전라남도 여수시 월하동,1,241106,석탄화학계 화합물 및 기타 기초 유기화학 물질제조업,128,51447200,0,0
주식회사서울개인택시복지법인,1,서울특별시 송파구 신천동,1,503003,자동차 중고 부품 및 내장품 판매업,128,28220760,3,1
주식회사서원,1,경기도 평택시 청북읍,1,343000,그 외 자동차용 신품 부품 제조업,128,32458700,1,3
주식회사데이드,1,서울특별시 강남구 논현동,1,743002,광고 대행업,128,25732140,12,3
비오니어코리아유한회사,1,경기도 화성시 영천동,1,343000,그 외 자동차용 신품 부품 제조업,128,47232680,2,1
(주)더이룸씨앤에스,1,서울특별시 금천구 가산동,1,749101,임시 및 일용 인력 공급업,128,13772340,35,27
(주)다비치안경체인,1,서울특별시 중구 충무로1가,1,513913,안경  사진장비 및 광학용품 도매업,128,29247580,12,9
지에이치컴퍼니주식회사,1,충청남도 아산시 배방읍,1,749300,건축물 일반 청소업,128,29594700,2,2
주식회사에이치케이씨/일용/신서천화력기전공사 중 CM-07보온공사,1,충청남도 서천군 서면,1,452104,배관 및 냉ㆍ난방 공사업,128,54523660,61,0
전라북도시각장애인연합회활동지원센터,1,전라북도 전주시 덕진구 팔복동2가,1,999999,BIZ_NO미존재사업장,128,14689460,6,2
영등포구청 청소과(환경미화원),1,서울특별시 영등포구 당산동3가,1,701201,비주거용 건물 임대업(점포  자기땅),128,53838760,0,1
2020성동구청공공근로(코로나대비),1,서울특별시 성동구 행당동,1,701201,비주거용 건물 임대업(점포  자기땅),128,16807500,128,11
대성쎌틱에너시스(주),1,충청북도 음성군 삼성면,1,293001,주방용 전기 기기 제조업,127,39504000,1,2
주식회사 케이티에스씨 (KTSC),1,서울특별시 광진구 능동,1,512221,기타 산업용 농산물 도매업,127,39022060,0,2
뱅크오브아메리카,1,서울특별시 중구 태평로1가,1,659201,국내은행,127,52589620,1,2
환경보전협회,1,서울특별시 성동구 성수동2가,1,742209,기타,127,37308460,4,1
중국공상은행,1,서울특별시 중구 서소문동,1,659201,국내은행,127,46040380,1,5
대일정공(주),1,서울특별시 금천구 가산동,1,292202,금속 절삭기계 제조업,127,31204360,4,0
(주)케이아이엔엑스,1,서울특별시 서초구 서초동,1,729000,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,127,44977780,2,0
(주)에이치알비엠에스,1,서울특별시 광진구 중곡동,1,741400,경영 컨설팅업,127,22080800,18,18
제일메디칼코퍼레이션(주),1,서울특별시 구로구 구로동,1,331100,전기식 진단 및 요법 기기 제조업,127,38848600,5,6
(주)맨포스코리아,1,충청북도 청주시 흥덕구 봉명동,1,749609,그 외 기타 분류 안된 사업 지원 서비스업,127,20328200,23,13
특허법인 씨엔에스,1,서울특별시 강남구 도곡동,1,741104,변리사업,127,42467460,3,0
농업회사법인가농바이오(주),1,경기도 포천시 가산면,1,154909,그 외 기타 식료품 제조업,127,32140040,7,3
사회복지법인 한국컴패션,1,서울특별시 용산구 한남동,1,513250,악기 도매업,127,32745380,3,0
탠디(주),1,서울특별시 관악구 봉천동,1,191200,가방 및 기타 보호용 케이스 제조업,127,30445020,3,0
코멕스산업(주),1,서울특별시 금천구 가산동,1,252901,포장용 플라스틱 성형용기 제조업,127,34506100,3,1
(주) 전우,1,경기도 하남시 덕풍동,1,172902,그 외 기타 분류 안된 섬유제품 제조업,127,25864240,0,1
(재)불교방송,1,서울특별시 마포구 마포동,1,921302,지상파 방송업,127,38376680,3,2
대한축구협회,1,서울특별시 종로구 신문로2가,1, ,,127,50767980,0,0
김대중컨벤션센터,1,광주광역시 서구 치평동,1,749901,문서 작성업,127,32429480,7,14
(주)해광기업,1,경상북도 포항시 남구 상도동,1,749609,그 외 기타 분류 안된 사업 지원 서비스업,127,48129080,0,1
(주)믹스앤매치,1,인천광역시 부평구 청천동,1,513320,화장품 및 화장용품 도매업,127,28038160,1,0
백석대학교 산학협력단 건강가정지원센타,1,충청남도 천안시 동남구 안서동,1,730000,기타 인문 및 사회과학 연구개발업,127,14617780,1,3
(주)에스엠세이프,1,서울특별시 동작구 대방동,1,452102,유리 및 창호 공사업,127,25514420,7,7
의료법인정목의료재단,1,대구광역시 수성구 지산동,1,851101,요양병원,127,26322320,7,7
세동상운(주),1,부산광역시 동구 초량동,1,749100,고용 알선업,127,21873420,7,7
유한여객자동차(주),1,부산광역시 영도구 청학동,1,602103,시내버스 운송업,127,47154400,0,1
부산시수산업협동조합,1,부산광역시 서구 남부민동,1,659201,국내은행,127,38032640,0,1
한국해양대학교 대학회계,1,부산광역시 영도구 동삼동,1,701201,비주거용 건물 임대업(점포  자기땅),127,35590000,10,1
(주) 투썬디지털아이디어,1,경기도 고양시 일산동구 장항동,1,722000,응용 소프트웨어 개발 및 공급업,127,30766160,6,5
(주)대교에듀캠프,1,서울특별시 관악구 봉천동,1,730000,기타 인문 및 사회과학 연구개발업,127,29698300,5,2
(주)서해종합건설,1,서울특별시 서초구 서초동,1,451102,주거용 건물 건설업,127,43956840,3,3
한국전자재료(주),1,인천광역시 남동구 고잔동,1,272300,알루미늄 압연  압출 및 연신제품 제조업,127,37616700,1,1
이노뎁(주),1,서울특별시 구로구 구로동,1,322002,유선 통신장비 제조업,127,37340240,3,5
충남테크노파크(재),1,충청남도 천안시 서북구 직산읍,1,999999,BIZ_NO미존재사업장,127,47639940,0,1
(주)항진축산제2공장,1,인천광역시 남동구 고잔동,1,151102,가금류 가공 및 저장 처리업,127,25779800,6,5
주식회사 싱그린에프에스,1,전라북도 익산시 용안면,1,151101,육류 도축업(가금류 제외),127,29468440,2,0
혜림건설주식회사,1,광주광역시 북구 중흥동,1,451200,기타 토목 시설물 건설업,127,44069280,10,2
(사)울산장애인복지서비스지원협회-장애인활동,1,울산광역시 중구 남외동,1,999999,BIZ_NO미존재사업장,127,13480780,1,1
보성파워텍(주)충주3공장,1,충청북도 충주시 주덕읍,1,312000,배전반 및 전기 자동제어반 제조업,127,38158000,2,0
릭실코리아 유한회사,1,경기도 안산시 단원구 목내동,1, ,,127,40683160,5,3
(주)동심,1,서울특별시 서초구 서초동,1,221900,기타 인쇄물 출판업,127,28954000,21,3
태성전장(주),1,충청남도 천안시 서북구 성거읍,1,343000,그 외 자동차용 신품 부품 제조업,127,37772560,0,1
한국오츠카제약(주),1,경기도 화성시 향남읍,1,242301,완제 의약품 제조업,127,50389120,1,1
(주)도스코,1,충청남도 아산시 둔포면,1,343000,그 외 자동차용 신품 부품 제조업,127,38146100,0,3
칠성산업(주),1,경상남도 창원시  의창구 팔용동,1,241302,합성수지 및 기타 플라스틱 물질 제조업,127,40682400,4,3
주식회사동일리조트,1,경상남도 양산시 하북면,1,924303,골프장 운영업,127,39715060,1,3
(주)케이피 일렉트릭,1,인천광역시 미추홀구 주안동,1,311002,전동기 및 발전기 제조업,127,37394740,4,1
월드악기(주),1,인천광역시 서구 가좌동,1,369200,기타 악기 제조업,127,36398720,1,0
덕양구청,1,경기도 고양시 덕양구 화정동,1,701201,비주거용 건물 임대업(점포  자기땅),127,39174140,2,0
성원(주),1,울산광역시 남구 달동,1,749100,고용 알선업,127,28189560,9,7
삼남석유화학(주)여수공장,1,전라남도 여수시 적량동,1,241106,석탄화학계 화합물 및 기타 기초 유기화학 물질제조업,127,54380420,0,0
(주)서경방송,1,경상남도 진주시 동성동,1,921303,유선 방송업,127,35212200,1,0
(주)씨지리테일,1,대구광역시 북구 태전동,1,513941,운동 및 경기용품 도매업,127,24836520,0,2
선광신컨테이너터미널주식회사,1,인천광역시 연수구 송도동,1,999999,BIZ_NO미존재사업장,127,51033680,0,0
라이엇게임즈코리아 유한회사,1,서울특별시 강남구 삼성동,1,722000,응용 소프트웨어 개발 및 공급업,127,50032220,3,6
（주）진이엔씨,1,경기도 이천시 부발읍,1,452104,배관 및 냉ㆍ난방 공사업,127,39069040,19,28
(주)에이스피엠씨,1,서울특별시 강남구 삼성동,1,749200,경비 및 경호 서비스업,127,26267480,13,10
협진커넥터(주),1,경기도 안산시 단원구 성곡동,1,321000,기타 반도체 소자 제조업,127,35262900,2,0
주식회사위저스,1,서울특별시 강서구 등촌동,1,999999,BIZ_NO미존재사업장,127,28228840,1,4
의)청십자의료재단 행복한요양병원,1,부산광역시 부산진구 전포동,1,999999,BIZ_NO미존재사업장,127,23233160,8,4
언스트앤영코리아솔루션 유한회사,1,서울특별시 영등포구 여의도동,1,999999,BIZ_NO미존재사업장,127,40009560,1,2
의료법인유성의료재단,1,경상북도 포항시 북구 장성동,1,851101,요양병원,127,24147320,3,1
대영채비(주),1,대구광역시 달성군 유가면,1,312000,배전반 및 전기 자동제어반 제조업,127,33510080,6,1
두산큐벡스(주)서울BSC,1,서울특별시 종로구 연지동,1,749939,그 외 기타 분류 안된 전문  과학 및 기술 서비스업,127,42096440,1,2
디티케이(주),1,경상남도 창원시  의창구 대원동,1,151102,가금류 가공 및 저장 처리업,127,28867600,3,3
서운피오에스(주),1,서울특별시 성동구 용답동,1,749604,그 외 기타 분류 안된 사업 지원 서비스업(기타임가공,127,27576940,6,7
（주)세방테크 (일용) DS-Retrofit 소화배관공사(2차),1,경기도 용인시 기흥구 농서동,1,452104,배관 및 냉ㆍ난방 공사업,127,37175460,26,0
유한테크 유한책임회사,1,충청남도 아산시 둔포면,1,343000,그 외 자동차용 신품 부품 제조업,127,43907060,2,1
현대유니파이프(주),1,울산광역시 북구 염포동,1,271201,그 외 기타 1차 철강 제조업,127,46283040,1,2
무경설비（주）-(일용)대전IPARK CITY 1 2단지 일반설비공사(1공구),1,대전광역시 유성구 복용동,1,452104,배관 및 냉ㆍ난방 공사업,127,46669960,43,0
대아이앤씨(주)-(일용)현대제철당진3소결배가스청정설비 탈질설비기계설치공사(1차수),1,충청남도 당진시 송악읍,1,452104,배관 및 냉ㆍ난방 공사업,127,50165800,27,1
주식회사휴맥스테크너스,1,경기도 성남시 분당구 수내동,1,323001,비디오 및 기타 영상 기기 제조업,127,50611600,3,0
(주)에스에프시스템즈,1,서울특별시 서초구 서초동,1,725000,컴퓨터 및 주변 기기 수리업,127,29168060,127,0
（주）가야ESC-(일용)탕정 SDC N-PJT FAB동 철골공사 (B ZONE),1,충청남도 아산시 탕정면,1,281100,금속 문  창  셔터 및 관련제품 제조업,127,45947600,127,0
대한지방행정공제회,1,서울특별시 용산구 한강로2가,1,701201,비주거용 건물 임대업(점포  자기땅),126,50013960,0,0
재영솔루텍(주),1,인천광역시 연수구 송도동,1,292903,주형 및 금형 제조업,126,40186080,0,1
한일프라콘(주),1,충청남도 천안시 서북구 입장면,1,252901,포장용 플라스틱 성형용기 제조업,126,41158220,4,2
대한석탄공사화순,1,전라남도 화순군 동면,1,101000,석탄 광업,126,48414580,4,2
(주)동광인터내셔날,1,서울특별시 금천구 가산동,1,181201,가죽의복 제조업,126,35769960,4,4
도로교통공단,1,서울특별시 서초구 염곡동,1,701201,비주거용 건물 임대업(점포  자기땅),126,39163920,2,1
(주)대명화학,1,경상북도 문경시 산양면,1,671900,그 외 기타 금융 지원 서비스업,126,33322600,8,4
(주)고우넷,1,서울특별시 성동구 성수동2가,1,515050,컴퓨터 및 주변장치  소프트웨어 도매업,126,31725240,0,1
국립재난안전연구원,1,울산광역시 중구 교동,1,999999,BIZ_NO미존재사업장,126,30227840,0,0
대한예수교장로회명성교회,1,서울특별시 강동구 명일동,1,999999,BIZ_NO미존재사업장,126,29575280,0,0
실리콘투(주),1,경기도 성남시 분당구 삼평동,1,519111,상품 종합 도매업,126,30176820,5,3
(주)엔에이치엔벅스,1,경기도 성남시 분당구 삼평동,1,722000,응용 소프트웨어 개발 및 공급업,126,39464380,0,3
주식회사사세,1,충청북도 진천군 덕산읍,1,151102,가금류 가공 및 저장 처리업,126,36577920,1,1
하나펀드서비스(주),1,서울특별시 중구 을지로2가,1,749939,그 외 기타 분류 안된 전문  과학 및 기술 서비스업,126,45577020,1,5
주식회사 에쓰씨케이,1,서울특별시 강남구 논현동,1,722000,응용 소프트웨어 개발 및 공급업,126,42158320,4,1
(주)해동우남,1,서울특별시 영등포구 영등포동7가,1,749300,건축물 일반 청소업,126,22999940,8,5
(재)전북테크노파크,1,전라북도 전주시 덕진구 팔복동2가,1,701201,비주거용 건물 임대업(점포  자기땅),126,40614580,6,2
화남전자(주),1,경기도 이천시 백사면,1,319001,운송장비용 조명장치 제조업,126,40429960,0,3
의료법인양경의료재단,1,부산광역시 사하구 감천동,1,851101,요양병원,126,28655240,1,1
(주)원방테크,1,충청북도 음성군 금왕읍,1,291902,산업용 냉장 및 냉동장비 제조업,126,47507720,3,0
(주)우진기전,1,경기도 평택시 청북읍,1,515070,전기용 기계ㆍ장비 및 관련 기자재 도매업,126,48185400,0,0
주식회사중원산업,1,충청북도 청주시 청원구 율량동,1,551001,호텔업,126,23111080,0,0
(주)고려해운항공,1,서울특별시 강남구 대치동,1,630901,택배업,126,38197980,2,0
(주)누리텔레콤,1,서울특별시 서초구 방배동,1,722000,응용 소프트웨어 개발 및 공급업,126,40455280,0,0
(재)서울꽃동네신내노인요양원,1,서울특별시 중랑구 신내동,1,999999,BIZ_NO미존재사업장,126,24380260,0,1
(주)하이콘엔지니어링,1,전라남도 화순군 화순읍,1,742104,기타 엔지니어링 서비스업,126,38425280,3,1
(주)국보,1,부산광역시 수영구 남천동,1,602305,일반 화물 자동차 운송업,126,41143920,0,3
사단법인 전북작은자의장애인자립생활센터,1,전라북도 전주시 완산구 서서학동,1,999999,BIZ_NO미존재사업장,126,16012740,4,2
(주)세스텍,1,충청남도 아산시 음봉면,1,292901,산업용 로봇 제조업,126,36795760,2,2
(주)미트원,1,경기도 하남시 하산곡동,1,151102,가금류 가공 및 저장 처리업,126,20829200,1,2
해운대 지역 자활센터,1,부산광역시 해운대구 반송동,1,749300,건축물 일반 청소업,126,17424640,4,3
(주)유텔,1,경기도 군포시 부곡동,1,322002,유선 통신장비 제조업,126,37628040,6,2
(주)파워텍,1,대전광역시 대덕구 읍내동,1,749100,고용 알선업,126,23048420,12,19
하이호경금속주식회사,1,전라북도 군산시 오식도동,1,272200,기타 비철금속 제련  정련 및 합금 제조업,126,44169140,2,1
